arxiv_id,date,title_short,decision,who_maintains_belief,credited_object,revision_signal,belief_level_metrics,survey_section,role_in_survey,note,bibkey,first_author,title,venue,evidence
2309.02427,2023-09-05,CoALA,include,external memory,n/a,conceptual: learning actions update memory modules,no,2;3;8,foundation: taxonomy of memory modules (working/episodic/semantic/procedural) and decision cycle,"Conceptual framework organising language agents by modular memory, structured action space (internal vs external), and a decision loop; retrospective survey of existing agents.",sumers2023cognitive,Sumers,Cognitive Architectures for Language Agents,TMLR 2024,P
2305.14992,2023-05-24,RAP,include,learned world model,step/trajectory,LLM-as-world-model predicted next states plus task reward in MCTS,no,3;6,foundation: LLM as explicit world model for planning (state predicted in text),LLM repurposed as world model predicting next state and as reasoning agent; MCTS over the reasoning tree. LLaMA-33B with RAP beats CoT on GPT-4 by 33% relative in plan generation.,hao2023reasoning,Hao,Reasoning with Language Model is Planning with World Model,EMNLP 2023,P
2305.10601,2023-05-17,Tree of Thoughts,include,context (free-form trace),step/trajectory,self-evaluation of intermediate thoughts; backtracking,no,2;6,foundation: deliberate search over thought states with self-evaluation,Generalises CoT to tree search where the LM generates and evaluates intermediate thoughts with lookahead/backtracking; Game of 24 success 74% vs 4% for GPT-4 CoT.,yao2023tree,Yao,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,NeurIPS 2023,P
2302.04761,2023-02-09,Toolformer,exclude(no state or belief maintenance; single-turn tool use),n/a,output,n/a,no,6,background: self-supervised API-call learning; tool use as evidence acquisition,"Model self-annotates API calls (calculator, search, QA) and is fine-tuned on those that reduce loss; improves zero-shot performance but no sequential state tracking.",schick2023toolformer,Schick,Toolformer: Language Models Can Teach Themselves to Use Tools,NeurIPS 2023,P
2303.17651,2023-03-30,Self-Refine,include,context (free-form trace),output,self-generated natural-language feedback on own output,no,4;5,foundation: iterative self-feedback loop without external signal,"Same LM generates output, critiques it, and refines iteratively with no training; about 20% absolute improvement averaged over seven tasks with GPT-3.5/ChatGPT/GPT-4.",madaan2023self,Madaan,Self-Refine: Iterative Refinement with Self-Feedback,NeurIPS 2023,P
2305.14078,2023-05-23,LLM-MCTS,include,learned world model,step/trajectory,LLM-sampled world state belief (object locations) plus LLM policy prior in MCTS,partial (belief sampled from LLM as commonsense prior over object locations),3;6,foundation: LLM as commonsense belief prior over world state for MCTS,Uses the LLM both as a commonsense world model (sampling initial belief over object locations) and as heuristic policy inside MCTS for household tasks; outperforms MCTS alone and GPT-3.5 policies by a wide margin on complex novel tasks.,zhao2023large,Zhao,Large Language Models as Commonsense Knowledge for Large-Scale Task Planning,NeurIPS 2023,P
2302.01560,2023-02-03,DEPS,include,context (free-form trace),step/trajectory,descriptor of execution outcome; self-explanation of failure,no,4;5,foundation: describe-explain-plan loop for open-world replanning,"Plans are iteratively refined via a descriptor summarising execution and an explainer diagnosing failure, plus a learned selector ranking sub-goals; first zero-shot agent on 70+ Minecraft tasks, roughly doubling performance.",wang2023describe,Wang,"Describe, Explain, Plan and Select: Interactive Planning with Large Language Models Enables Open-World Multi-Task Agents",NeurIPS 2023,P
2308.03688,2023-08-07,AgentBench,include,evaluator-side oracle,output,n/a (benchmark),no,7,foundation: multi-environment agent benchmark; outcome-level metrics only,Eight interactive environments for evaluating LLMs as agents; finds open-source models below 70B lag far behind commercial LLMs with long-term reasoning and instruction following as bottlenecks.,liu2023agentbench,Liu,AgentBench: Evaluating LLMs as Agents,ICLR 2024,P
2401.13649,2024-01-24,VisualWebArena,include,evaluator-side oracle,output,n/a (benchmark),no,7,foundation: multimodal web-agent benchmark with outcome-based evaluation,Benchmark of realistic visually grounded web tasks; text-only LLM agents struggle and current multimodal agents show large gaps.,koh2024visualwebarena,Koh,VisualWebArena: Evaluating Multimodal Agents on Realistic Visual Web Tasks,ACL 2024,P
2010.03768,2020-10-08,ALFWorld,include,evaluator-side oracle,output,n/a (environment),no,7,foundation: partially observable text environment used by ReAct/Reflexion/ExpeL,Aligns TextWorld with ALFRED embodied tasks so text-learned policies (BUTLER) transfer to visual execution; standard partially observed testbed for later LLM agents.,shridhar2020alfworld,Shridhar,ALFWorld: Aligning Text and Embodied Environments for Interactive Learning,ICLR 2021,P
2106.01345,2021-06-02,Decision Transformer,include,context (free-form trace),action/turn,return-to-go conditioning over past state-action history,no,2;5,foundation: sequence-modelling view of control; history-in-context as implicit state,"Casts offline RL as autoregressive sequence modelling conditioned on desired return, past states and actions; matches or exceeds model-free offline RL baselines on Atari, Gym, Key-to-Door.",chen2021decision,Chen,Decision Transformer: Reinforcement Learning via Sequence Modeling,NeurIPS 2021,P
2302.02083,2023-02-04,LLM ToM (Kosinski),include,n/a,output,n/a (probing),yes (false-belief task accuracy),2;7,foundation: false-belief probing of LLM belief attribution,"640 false-belief prompts over 40 tasks; GPT-4 solves 75%, comparable to six-year-olds, older models fail; framed as emergent ToM.",kosinski2023evaluating,Kosinski,Evaluating Large Language Models in Theory of Mind Tasks,PNAS 2024,P
2310.03051,2023-10-04,FaR / T4D,include,context (free-form trace),action/turn,foresee-and-reflect structured prompting from inferred mental states,partial (belief tracking accuracy vs action selection on T4D),2;7,foundation: gap between tracking others' beliefs and acting on them,T4D benchmark shows GPT-4 tracks beliefs well but fails to select actions; FaR zero-shot prompting raises GPT-4 from 50% to 71% on T4D and generalises OOD.,zhou2023how,Zhou,How FaR Are Large Language Models From Agents with Theory-of-Mind?,ICLR 2024,P
2109.07506,2021-09-15,Schema-driven DST,include,model-written,belief state,dialogue history plus schema descriptions; state regenerated each turn,yes (joint goal accuracy),2;3;7,foundation: pre-LLM-agent belief-state tracking with explicit slot-value state,Generative T5 DST with schema-driven prompts encoding task-aware history; SOTA on MultiWOZ 2.2 and competitive on 2.1 and M2M; belief state as explicit slot-value object.,lee2021dialogue,Lee,Dialogue State Tracking with a Language Model using Schema-Driven Prompting,EMNLP 2021,P
2304.11477,2023-04-22,LLM+P,include,n/a,output,"n/a (translate to PDDL, symbolic planner)",no,3;6,foundation: externalising state to a symbolic planner representation,"LLM translates NL problem into PDDL, classical planner solves, LLM translates back; produces optimal plans for most benchmark problems while bare LLMs fail to give feasible plans.",liu2023llmp,Liu,LLM+P: Empowering Large Language Models with Optimal Planning Proficiency,arXiv,A
2303.17491,2023-03-30,RCI,include,context (free-form trace),action/turn,recursive self-criticism of proposed action against task and state,no,4;5,foundation: self-critique loop for computer-control actions,"Recursive Criticism and Improvement prompting critiques and revises output at task, state and agent grounding levels; SOTA on MiniWoB++ with a handful of demos per task, beating SL and RL baselines.",kim2023language,Kim,Language Models can Solve Computer Tasks,NeurIPS 2023,P
2308.10144,2023-08-20,ExpeL,include,external memory,step/trajectory,cross-task insight extraction from success/failure trajectories,no,3;5,foundation: cross-task experiential memory of natural-language insights,"Collects trajectories, extracts insights by comparing successes and failures, retrieves insights and similar experiences at inference without parameter updates; performance grows with experience and transfers across tasks.",zhao2023expel,Zhao,ExpeL: LLM Agents Are Experiential Learners,AAAI 2024,P
2305.10250,2023-05-17,MemoryBank,include,external memory,output,Ebbinghaus-style forgetting with time decay and importance; user-portrait updating,no,3;4,foundation: long-term conversational memory with forgetting dynamics,"Long-term memory store with retrieval, continual updating, and Ebbinghaus-inspired forgetting; demonstrated in the SiliconFriend companion with improved recall and personality understanding.",zhong2023memorybank,Zhong,MemoryBank: Enhancing Large Language Models with Long-Term Memory,AAAI 2024,P
2305.13304,2023-05-22,RecurrentGPT,include,model-written,output,LLM rewrites its own natural-language short-term and long-term memory each step,no,3;4,foundation: language-based recurrent state written by the model,"Simulates an LSTM in natural language: each step the LLM outputs a paragraph plus updated short-term memory and stores long-term memory on disk; interpretable and editable, used for long-text generation.",zhou2023recurrentgpt,Zhou,RecurrentGPT: Interactive Generation of (Arbitrarily) Long Text,arXiv,A
2304.05128,2023-04-11,Self-Debug,include,context (free-form trace),output,execution feedback + self-generated code explanation (rubber-duck),no,4;5,exemplar of revision-by-explanation with execution signal; no explicit belief state,"Few-shot self-debugging: model explains its code and uses unit-test/execution feedback to revise; +2-3% Spider, up to +12% TransCoder/MBPP, matches baselines generating 10x more candidates.",chen2023teaching,Chen,Teaching Large Language Models to Self-Debug,ICLR 2024,P
2310.05915,2023-10-09,FireAct,include,context (free-form trace),step/trajectory,supervised fine-tuning on GPT-4 ReAct/CoT/Reflexion trajectories,no,5,learning-signal baseline: trajectory-level SFT for agents; belief is implicit in the trace,Fine-tunes Llama2-7B on 500 GPT-4 agent trajectories mixing prompting methods; reports 77% HotpotQA improvement and gains in robustness/generalization.,chen2023fireact,Chen,FireAct: Toward Language Agent Fine-tuning,arXiv,A
2310.12823,2023-10-19,AgentTuning,include,context (free-form trace),step/trajectory,hybrid instruction tuning on AgentInstruct interaction trajectories,no,5,learning-signal baseline: trajectory SFT without belief supervision,AgentInstruct dataset + hybrid instruction tuning yields AgentLM (7B/13B/70B); AgentLM-70B reported comparable to GPT-3.5-turbo on unseen agent tasks.,zeng2023agenttuning,Zeng,AgentTuning: Enabling Generalized Agent Abilities for LLMs,ACL 2024 Findings,P
2210.11610,2022-10-20,LLMs Can Self-Improve,include,n/a,output,self-consistency majority vote as pseudo-label for self-training,partial (self-consistency agreement as confidence filter),5,self-generated learning signal; confidence-filtered pseudo-labels prefigure belief-weighted self-training,"Uses CoT + self-consistency to select high-confidence rationales and fine-tunes 540B PaLM on them without labels; GSM8K 74.4->82.1, DROP 78.2->83.0, OpenBookQA 90.0->94.4, ANLI-A3 63.4->67.9.",huang2022large,Huang,Large Language Models Can Self-Improve,EMNLP 2023,P
2201.11903,2022-01-28,Chain-of-Thought,include,context (free-form trace),output,none (single forward pass; intermediate steps only),no,2;3,background: free-form reasoning trace as the default implicit state representation,"Few-shot exemplars with intermediate reasoning steps elicit multi-step reasoning in 540B PaLM; SOTA on GSM8K with 8 exemplars, surpassing finetuned GPT-3 with verifier.",wei2022chain,Wei,Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,NeurIPS 2022,P
2203.11171,2022-03-21,Self-Consistency,include,n/a,output,marginalisation over sampled reasoning paths (majority vote),partial (answer agreement rate as implicit confidence),2;3;7,background: sampling-based marginal over reasoning paths as a proto-belief over answers,"Samples diverse CoT paths and takes the most consistent answer; +17.9% GSM8K, +11.0% SVAMP, +12.2% AQuA, +6.4% StrategyQA, +3.9% ARC-c.",wang2022self,Wang,Self-Consistency Improves Chain of Thought Reasoning in Language Models,ICLR 2023,P
2205.14334,2022-05-28,Verbalized Uncertainty,include,model-written,output,fine-tuning on calibrated verbal confidence targets,yes (calibration of verbalized probabilities; MSE/MAD; CalibratedMath under distribution shift),3;7,representation: belief expressed in words; calibration metrics for stated confidence,GPT-3 fine-tuned to emit verbal confidence (e.g. '90%') that is well calibrated on CalibratedMath and moderately robust under distribution shift; compares verbalized vs logit-based uncertainty.,lin2022teaching,Lin,Teaching Models to Express Their Uncertainty in Words,TMLR 2022,P
2207.05221,2022-07-11,LMs (Mostly) Know,include,model-written,output,self-evaluation P(True) and P(IK) of own proposals,yes (calibration of P(True) and P(IK); ECE-style calibration curves; Brier),3;7,representation + evaluation: self-assessed correctness probabilities as first-order belief,"Large models are well calibrated on MC/TF formats; P(True) self-evaluation of sampled answers and trained P(IK) heads predict correctness, improving with multiple samples and provided sources; calibration on new tasks remains hard.",kadavath2022language,Kadavath,Language Models (Mostly) Know What They Know,arXiv,A
2302.09664,2023-02-19,Semantic Entropy,include,n/a,output,entropy over meaning-clustered samples,yes (semantic entropy; AUROC for correctness prediction),3;7,evaluation: sampling-based uncertainty invariant to paraphrase; used as belief-level metric,"Clusters sampled generations by bidirectional entailment and computes entropy over semantic classes; improves AUROC for predicting QA correctness vs. baselines, no model changes required.",kuhn2023semantic,Kuhn,Semantic Uncertainty: Linguistic Invariances for Uncertainty Estimation in Natural Language Generation,ICLR 2023,P
2301.04104,2023-01-10,DreamerV3,include,learned world model,belief state,RSSM latent posterior updated from observations; imagination rollouts,partial (world-model prediction losses; no calibration metrics),2;3;8,contrast case: non-LLM learned latent belief state via world model; anchors the 'belief as latent' formulation,Universal model-based RL with a learned latent world model and imagined actor-critic training; single configuration across 150+ tasks; first to collect Minecraft diamonds from pixels without human data.,hafner2023mastering,Hafner,Mastering Diverse Domains through World Models,Nature 2025,P
2310.04406,2023-10-06,LATS,include,external memory,step/trajectory,MCTS backup of LM-valued rewards + self-reflections stored in memory,partial (LM value estimates per node),4;6,revision: tree search with reflection as state repair; evidence acquisition via environment feedback,Combines MCTS with LM value functions and self-reflection over environment feedback; 92.7% pass@1 HumanEval (GPT-4) and 75.9 avg on WebShop.,zhou2023language,Zhou,Language Agent Tree Search Unifies Reasoning Acting and Planning in Language Models,ICML 2024,P
2406.04151,2024-06-06,AgentGym,include,context (free-form trace),step/trajectory,AgentEvol: iterative exploration + SFT on self-collected trajectories,no,5;7,learning-signal and evaluation infrastructure: multi-environment self-evolution without belief supervision,"Framework of diverse uni-format environments plus AgentEvol self-evolution (explore, filter, imitate); evolved agents reported comparable to SOTA models on the AgentEval suite.",xi2024agentgym,Xi,AgentGym: Evolving Large Language Model-based Agents across Diverse Environments,arXiv,A
2402.19446,2024-02-29,ArCHer,include,n/a,action/turn,hierarchical RL: utterance-level off-policy value + token-level policy,no,5,learning signal: turn-level credit assignment for multi-turn agents (action/turn credited object),"Two-level RL where a high-level TD critic aggregates utterance rewards and a low-level policy trains tokens within a turn; ~100x sample-efficiency gain over prior methods, scales to 7B.",zhou2024archer,Zhou,ArCHer: Training Language Model Agents via Hierarchical Multi-Turn RL,ICML 2024,P
2408.07199,2024-08-13,Agent Q,include,external memory,step/trajectory,MCTS with AI self-critique feedback + off-policy DPO on branch preferences,partial (self-critique scores; no calibration),4;5;6,revision + learning signal: search-derived preferences over trajectories,"MCTS-guided exploration with self-critique and DPO fine-tuning; on real-world booking tasks Llama-3 70B goes from 18.6% to 81.7% success (340% relative) after one day of collection, 95.4% with online search.",putta2024agent,Putta,Agent Q: Advanced Reasoning and Learning for Autonomous AI Agents,arXiv,A
2311.13743,2023-11-23,FinMem,include,external memory,action/turn,layered memory with recency/relevancy/importance decay + reflection,no,3;4,finance representation: layered textual memory as belief proxy; reflection as revision,"LLM trading agent with profiling, layered (short/mid/long) memory and reflective decision-making; reported to outperform algorithmic trading baselines on real stock data and to improve with tuned perceptual span.",yu2023finmem,Yu,FinMem: A Performance-Enhanced LLM Trading Agent with Layered Memory and Character Design,AAAI Spring Symposium 2024,P
2402.18485,2024-02-28,FinAgent,include,external memory,action/turn,low-level and high-level reflection over price/news/chart feedback,no,3;4;6,finance: multimodal evidence acquisition plus dual reflection as belief update,"Multimodal trading agent with market intelligence, tool-augmented expert strategies and low/high-level reflection; >36% average profit improvement over nine baselines and 92.27% return (84.39% relative gain) on one dataset across six datasets.",zhang2024multimodal,Zhang,"A Multimodal Foundation Agent for Financial Trading: Tool-Augmented, Diversified, and Generalist",KDD 2024,P
2407.06567,2024-07-09,FinCon,include,external memory,belief state,episodic self-critique producing conceptual verbal reinforcement (investment beliefs),no,3;4;5,finance: explicit textual 'investment beliefs' updated by verbal RL; closest finance analogue to belief revision,"Manager-analyst multi-agent system that episodically self-critiques to update systematic investment beliefs, propagated as verbal reinforcement; evaluated on stock trading and portfolio management.",yu2024fincon,Yu,FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making,NeurIPS 2024,P
2309.03736,2023-09-07,TradingGPT,include,external memory,action/turn,layered memory decay + inter-agent debate,no,3;4,finance: early layered-memory multi-agent trading; debate as revision mechanism,"Multi-agent LLM trading framework with three-layer memory and custom decay, inter-agent debate and distinct trader characters; no quantitative headline numbers in abstract.",li2023tradinggpt,Li,TradingGPT: Multi-Agent System with Layered Memory and Distinct Characters for Enhanced Financial Trading Performance,arXiv,A
2502.12110,2025-02-17,A-Mem,include,external memory,output,memory evolution: new notes trigger updates to linked prior memories,no,3;4,representation: self-organising Zettelkasten memory where insertion revises existing memories,Agentic memory that writes structured notes with keywords/tags/links and updates prior memory representations when new memories are added; outperforms baselines across six foundation models.,xu2025mem,Xu,A-MEM: Agentic Memory for LLM Agents,NeurIPS 2025,P
2402.17753,2024-02-27,LoCoMo,include,evaluator-side oracle,output,n/a (benchmark; QA/event summarization over long dialogue),partial (temporal-reasoning QA accuracy; no calibration),7,evaluation: very-long-term memory benchmark with persona/temporal event graph ground truth,"Dataset of conversations up to 35 sessions (~300 turns, ~9K tokens) with QA, event summarization and multimodal tasks; LLMs lag humans on long-range temporal reasoning, long-context and RAG help modestly.",maharana2024evaluating,Maharana,Evaluating Very Long-Term Conversational Memory of LLM Agents,ACL 2024,P
2410.08328,2024-10-10,Talker-Reasoner,include,model-written,belief state,Reasoner (System 2) writes/updates user-model belief state consumed by Talker,no,2;3;8,formulation: explicit dual-process split with a written belief state shared between agents,"Talker (fast, conversational) and Reasoner (slow, planning/tool-use) agents share an explicit belief state maintained by the Reasoner; demonstrated on a sleep-coaching assistant, no headline numbers.",christakopoulou2024agents,Christakopoulou,Agents Thinking Fast and Slow: A Talker-Reasoner Architecture,arXiv,A
10.18653/v1/2024.emnlp-main.1193,2024-11,QuBE,include,model-written,belief state,question-answering over observations to construct/refresh a belief state,no,3;4,representation + revision: belief state built by self-questioning to counter reasoning derailment under partial observability,Constructs a belief state via question answering to filter task-relevant context in partially observable settings; substantial gains over baselines on AlfWorld and marked improvements on BeIR zero-shot retrieval.,kim2024qube,Kim,QuBE: Question-based Belief Enhancement for Agentic LLM Reasoning,EMNLP 2024,P
2310.01557,2023-10-02,SmartPlay,include,evaluator-side oracle,output,n/a (benchmark; game environments),no,7,evaluation: multi-game agent benchmark isolating capabilities incl. learning from interaction,"Six games (Rock-Paper-Scissors, Tower of Hanoi, Minecraft, etc.) with up to 20 settings testing nine capabilities such as planning, spatial reasoning and learning from interaction history.",wu2023smartplay,Wu,SmartPlay: A Benchmark for LLMs as Intelligent Agents,ICLR 2024,P
2206.10498,2022-06-21,PlanBench,include,evaluator-side oracle,output,n/a (benchmark; IPC planning domains),no,7;8,evaluation: reasoning-about-change benchmark exposing LLM planning limits,"IPC-derived planning domains testing plan generation, verification, replanning and reasoning about change; SOTA LLMs fall well short on plan generation.",valmeekam2022planbench,Valmeekam,PlanBench: An Extensible Benchmark for Evaluating Large Language Models on Planning and Reasoning about Change,NeurIPS 2023 Datasets and Benchmarks,P
2212.01681,2022-12-03,LMs as Agent Models,include,n/a,n/a,n/a (position paper),no,2,formulation: LMs infer and represent beliefs/goals of the agent that produced the context,"Position paper arguing next-word prediction lets LMs infer properties (beliefs, intentions, goals) of the agent generating text, motivating agent-model framing; no experiments.",andreas2022language,Andreas,Language Models as Agent Models,EMNLP 2022 Findings,P
2504.20073,2025-04-24,RAGEN / StarPO,include,context (free-form trace),step/trajectory,environment reward; reasoning-aware reward (Echo Trap diagnosis),no,5;8,multi-turn RL learning signals; shows belief/reasoning does not emerge from outcome reward alone,StarPO trajectory-level multi-turn RL with RAGEN system; identifies Echo Trap (reward-variance collapse) fixed by trajectory filtering and gradient stabilisation; finds reasoning hardly emerges without fine-grained reasoning-aware rewards.,wang2025ragen,Zihan Wang,RAGEN: Understanding Self-Evolution in LLM Agents via Multi-Turn Reinforcement Learning,arXiv,A
2505.10978,2025-05-16,GiGPO,include,n/a,step/trajectory,episode-level group reward plus step-level anchor-state grouping,no,5,critic-free step-level credit assignment via repeated environment states,Two-level group advantage: trajectory groups for episode credit and anchor-state groups (repeated env states) for step credit; >12% over GRPO on ALFWorld and >9% on WebShop with Qwen models.,feng2025group,Lang Feng,Group-in-Group Policy Optimization for LLM Agent Training,NeurIPS 2025,P
2502.01600,2025-02-03,LOOP,include,context (free-form trace),step/trajectory,environment feedback via API observations in POMDP,no,5;6,POMDP formalisation of API agents; RL induces documentation-consulting and assumption-avoiding behaviours,"Formalises interactive digital agents as POMDP and trains with LOOP, a memory-efficient PPO variant; 32B agent beats OpenAI o1 by 9 pp on AppWorld; agents learn to consult docs, avoid assumptions, recover from errors.",chen2025reinforcement,Kevin Chen,Reinforcement Learning for Long-Horizon Interactive LLM Agents,arXiv,A
2503.09516,2025-03-12,Search-R1,include,context (free-form trace),output,retrieved documents interleaved with reasoning; outcome reward,no,5;6,RL-learned evidence acquisition (search queries) with retrieved-token masking,Extends RL to interleave autonomous search-query generation with step-by-step reasoning; retrieved-token masking for stability and outcome reward; 41% (Qwen2.5-7B) and 20% (3B) gains over RAG baselines on seven QA datasets.,jin2025searchr1,Bowen Jin,Search-R1: Training LLMs to Reason and Leverage Search Engines with Reinforcement Learning,arXiv,A
2503.19470,2025-03-25,ReSearch,include,context (free-form trace),output,search results inserted into reasoning chain; outcome reward,no,5;6,search as part of reasoning chain learned by RL without supervised reasoning steps,Treats search operations as components of the reasoning chain and trains via RL with no supervised reasoning data on Qwen2.5-7B/32B; reflection and self-correction emerge during training.,chen2025research,Mingyang Chen,ReSearch: Learning to Reason with Search for LLMs via Reinforcement Learning,NeurIPS 2025,P
2506.15841,2025-06-18,MEM1,include,model-written,belief state,internal state rewritten each turn consolidating new observations and pruning irrelevant content,partial (memory usage / context size vs accuracy),3;4;5,RL-learned constant-size internal state as compressed belief,RL trains agent to overwrite a shared internal state that serves both memory consolidation and reasoning; MEM1-7B improves performance 3.5x while cutting memory 3.7x vs Qwen2.5-14B-Instruct on 16-objective multi-hop task.,zhou2025mem1,Zijian Zhou,MEM1: Learning to Synergize Memory and Reasoning for Efficient Long-Horizon Agents,arXiv,A
2507.02259,2025-07-03,MemAgent,include,model-written,belief state,chunk-wise overwrite of fixed-size memory as document is streamed,partial (accuracy vs context length),3;4;5,RL-trained overwrite memory over streamed evidence (multi-conv DAPO),Reads text in chunks and updates a fixed memory via overwrite; multi-conv extension of DAPO trains the update policy; trained at 32K it extrapolates to 3.5M tokens with <5% loss and >95% on 512K RULER.,yu2025memagent,Hongli Yu,MemAgent: Reshaping Long-Context LLM with Multi-Conv RL-based Memory Agent,ICLR 2026,P
2504.19413,2025-04-28,Mem0,include,external memory,n/a,"LLM-driven extraction, consolidation and update of memory entries per conversation turn",no,3;4,production external memory with add/update/delete consolidation; graph variant,Extracts salient facts from conversation and consolidates them into a memory store (plus graph variant); 26% relative LLM-judge gain over OpenAI memory on LOCOMO with 91% lower p95 latency and >90% token savings.,chhikara2025mem0,Prateek Chhikara,Mem0: Building Production-Ready AI Agents with Scalable Long-Term Memory,arXiv,A
2508.16153,2025-08-22,Memento,include,external memory,action/turn,environment feedback rewrites episodic case memory; learned case-selection policy,no,3;4;5,memory-based online RL (M-MDP) as gradient-free belief revision,"Memory-augmented MDP with neural case-selection policy; adaptation occurs by rewriting episodic case bank from environment feedback rather than updating LLM weights; 87.88% Pass@3 GAIA validation, 66.6% F1 on DeepResearcher.",zhou2025memento,Huichi Zhou,Memento: Fine-tuning LLM Agents without Fine-tuning LLMs,arXiv,A
2406.12045,2024-06-17,tau-bench,include,evaluator-side oracle,n/a,simulated-user utterances and API tool results across dialogue,partial (pass^k consistency; database-state check),7,evaluation via end-state database comparison and pass^k reliability,"Benchmark with LM-simulated users, domain APIs and policy rules; success judged by final database state and pass^k over repeated trials; GPT-4o solves <50% of tasks and pass^8 falls below 25% in retail.",yao2024taubench,Shunyu Yao,tau-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains,arXiv,A
2506.07982,2025-06-09,tau2-bench,include,evaluator-side oracle,n/a,user actions on shared environment observed only through dialogue (Dec-POMDP),partial (separates reasoning vs communication errors),7;8,dual-control Dec-POMDP evaluation where agent must infer and steer user-side state,Telecom domain modelled as Dec-POMDP with both agent and simulated user modifying environment; compositional task generator; performance drops when moving from no-user to dual-control setting.,barres2025tau2bench,Victor Barres,tau2-Bench: Evaluating Conversational Agents in a Dual-Control Environment,arXiv,A
2412.14161,2024-12-18,TheAgentCompany,exclude(no belief or memory mechanism; general long-horizon benchmark),n/a,n/a,n/a,no,7,peripheral: long-horizon work-task benchmark cited for context only,"Simulated software company where agents browse, code and message colleagues; best agent completes 30% of tasks autonomously.",xu2024theagentcompany,Frank F. Xu,TheAgentCompany: Benchmarking LLM Agents on Consequential Real World Tasks,arXiv,A
2506.07976,2025-06-09,TTI (Thinking vs Doing),include,context (free-form trace),step/trajectory,additional environment observations from longer interaction horizons,no,5;6,test-time interaction scaling as information-gathering axis,Curriculum RL that adaptively lengthens rollouts so agents gather more environment evidence instead of only thinking longer; Gemma 3 12B achieves open-source SOTA on web navigation benchmarks.,shen2025thinking,Junhong Shen,Thinking vs. Doing: Agents that Reason by Scaling Test-Time Interaction,arXiv,A
2503.15478,2025-03-19,SWEET-RL,include,n/a,action/turn,step-level critic reward using training-time privileged information,no,5;7,turn-level credit assignment via asymmetric-information critic; ColBench,"Critic trained with extra training-time information provides step-level rewards for multi-turn collaboration; 6% absolute improvement in success/win rate, Llama-3.1-8B matching GPT-4o on ColBench.",zhou2025sweetrl,Yifei Zhou,SWEET-RL: Training Multi-Turn LLM Agents on Collaborative Reasoning Tasks,arXiv,A
2411.02337,2024-11-04,WebRL,include,n/a,output,outcome-supervised reward model; self-generated curriculum from failures,no,5,self-evolving curriculum RL with learned outcome reward for web agents,"Addresses task scarcity, sparse feedback and policy drift with self-generated curriculum, ORM and adaptive RL; Llama-3.1-8B 4.8% to 42.4% and GLM-4-9B 6.1% to 43% on WebArena-Lite.",qi2024webrl,Zehan Qi,WebRL: Training LLM Web Agents via Self-Evolving Online Curriculum Reinforcement Learning,ICLR 2025,P
2507.19849,2025-07-26,ARPO,include,context (free-form trace),step/trajectory,token entropy spike after tool feedback triggers branched sampling,partial (post-tool-call entropy as uncertainty proxy),5;6,entropy-adaptive rollout: uncertainty after evidence arrival drives exploration and step-level credit,Observes entropy rises right after tool calls; entropy-adaptive rollout mixes trajectory- and step-level sampling and uses advantage attribution; outperforms trajectory-level RL on 13 benchmarks with about half the tool-call budget.,dong2025agentic,Guanting Dong,Agentic Reinforced Policy Optimization,arXiv,A
2402.12621,2024-02-20,Reflect-RL,include,model-written,action/turn,frozen reflection model produces natural-language reflection on history each step,no,4;5,two-player reflection-then-act online RL,"Frozen reflection LM writes a reflection that conditions a policy LM trained with SFT then online RL, with negative-example generation and curriculum; GPT-2 XL 1.56B trained this way beats Mistral 7B.",zhou2024reflectrl,Runlong Zhou,Reflect-RL: Two-Player Online RL Fine-Tuning for LMs,ACL 2024,P
2501.01702,2025-01-03,AgentRefine,include,context (free-form trace),step/trajectory,environment observation triggers correction of erroneous action,no,4;5,refinement tuning: learn to revise actions from observation,Synthesises trajectories where a strong LLM corrects wrong actions after environment feedback and fine-tunes on them; improves held-out generalisation and perturbation robustness and links generalisation to self-refinement.,fu2025agentrefine,Dayuan Fu,AgentRefine: Enhancing Agent Generalization through Refinement Tuning,ICLR 2025,P
2509.02547,2025-09-02,Agentic RL survey,include,n/a,n/a,n/a,no,1;8,neighbouring survey; POMDP framing of agentic RL and memory-as-capability taxonomy,"Survey of 500+ papers framing agentic RL as temporally extended POMDPs with taxonomy over planning, tool use, memory, reasoning, self-improvement, perception; useful for positioning this survey.",zhang2025landscape,Guibin Zhang,The Landscape of Agentic Reinforcement Learning for LLMs: A Survey,TMLR,P
2412.20138,2024-12-28,TradingAgents,include,context (free-form trace),output,multi-agent debate (bull vs bear researchers) and risk-team review,no,2;8,finance application: role-based multi-agent belief formation through debate,"Trading firm simulated by analyst, researcher, trader and risk-management LLM agents that debate and synthesise views; reports gains in cumulative return, Sharpe ratio and max drawdown over baselines (no specific numbers in abstract).",xiao2024tradingagents,Yijia Xiao,TradingAgents: Multi-Agents LLM Financial Trading Framework,arXiv,A
