score,title,date,year,cites,venue,sections,n_queries_hit,topics,url,authors,abstract
5.5,SparseDoctor: Towards Efficient Chat Doctor with Mixture of Experts Enhanced Large Language Models,2025-09-15,2025,1,arXiv (Cornell University),S6_evidence,1,memory;reinforcement;routing;benchmark;evaluation,http://arxiv.org/abs/2509.14269,Jianbin Zhang; Yulin Zhu; Wai‐Lun Lo,"Large language models (LLMs) have achieved great success in medical question answering and clinical decision-making, promoting the efficiency and popularization of the personalized virtual doctor in society. However, the traditional fine-tuning strategies on LLM require the updates of billions of parameters, substantially increasing the training cost, including the training time and utility cost. To enhance the efficiency and effectiveness of the current medical LLMs and explore the boundary of the representation capability of the LLMs on the medical domain, apart from the traditional fine-tuning strategies from the data perspective (i.e., supervised fine-tuning or reinforcement learning from human feedback), we instead craft a novel sparse medical LLM named SparseDoctor armed with contrastive learning enhanced LoRA-MoE (low rank adaptation-mixture of experts) architecture. To this end, the crafted automatic routing mechanism can scientifically allocate the computational resources among different LoRA experts supervised by the contrastive learning. Additionally, we also introduce a novel expert memory queue mechanism to further boost the efficiency of the overall framework and prevent the memory overflow during training. We conduct comprehensive evaluations on three typical medical benchmarks: CMB, CMExam, and CMMLU-Med. Experimental results demonstrate that the proposed LLM can consistently outperform the strong baselines such as the HuatuoGPT series."
5.5,Plan-and-Act: Improving Planning of Agents for Long-Horizon Tasks,2025-03-12,2025,1,arXiv (Cornell University),S7_eval,1,state;long-horizon;benchmark,http://arxiv.org/abs/2503.09572,"Lutfi Eren Erdogan; Lee, Nicholas; Se Hoon Kim","Large language models (LLMs) have shown remarkable advancements in enabling language agents to tackle simple tasks. However, applying them for complex, multi-step, long-horizon tasks remains a challenge. Recent work have found success by separating high-level planning from low-level execution, which enables the model to effectively balance high-level planning objectives and low-level execution details. However, generating accurate plans remains difficult since LLMs are not inherently trained for this task. To address this, we propose Plan-and-Act, a novel framework that incorporates explicit planning into LLM-based agents and introduces a scalable method to enhance plan generation through a novel synthetic data generation method. Plan-and-Act consists of a Planner model which generates structured, high-level plans to achieve user goals, and an Executor model that translates these plans into environment-specific actions. To train the Planner effectively, we introduce a synthetic data generation method that annotates ground-truth trajectories with feasible plans, augmented with diverse and extensive examples to enhance generalization. We evaluate Plan-and-Act using web navigation as a representative long-horizon planning environment, demonstrating a state-of-the-art 57.58% success rate on the WebArena-Lite benchmark as well as a text-only state-of-the-art 81.36% success rate on WebVoyager."
5.5,AgenticPay: A Multi-Agent LLM Negotiation System for Buyer-Seller Transactions,2026-02-05,2026,1,arXiv (Cornell University),S7_eval,1,state;long-horizon;benchmark,https://doi.org/10.48550/arxiv.2602.06008,Xianyang Liu; Shangding Gu; Dawn Song,"Large language model (LLM)-based agents are increasingly expected to negotiate, coordinate, and transact autonomously, yet existing benchmarks lack principled settings for evaluating language-mediated economic interaction among multiple agents. We introduce AgenticPay, a benchmark and simulation framework for multi-agent buyer-seller negotiation driven by natural language. AgenticPay models markets in which buyers and sellers possess private constraints and product-dependent valuations, and must reach agreements through multi-round linguistic negotiation rather than numeric bidding alone. The framework supports a diverse suite of over 110 tasks ranging from bilateral bargaining to many-to-many markets, with structured action extraction and metrics for feasibility, efficiency, and welfare. Benchmarking state-of-the-art proprietary and open-weight LLMs reveals substantial gaps in negotiation performance and highlights challenges in long-horizon strategic reasoning, establishing AgenticPay as a foundation for studying agentic commerce and language-based market interaction. Code and dataset are available at the link: https://github.com/SafeRL-Lab/AgenticPay."
5.5,PersonaTree: Structured Lifecycle Memory for Person Understanding in LLM Agents,2026-06-03,2026,0,arXiv (Cornell University),S4_revision,1,memory;retriev;benchmark,https://arxiv.org/abs/2606.04780,Yubo Hou; Jingwei Song; Hongbo Zhang,"Persistent LLM agents require memory representations that make the formation of person understanding explicit across long term interaction. Existing agent memory methods emphasize information retention and retrieval, yet give limited account of how accumulated interaction evidence is abstracted into person understanding. We view this process as schema formation, where situated evidence is abstracted into reusable patterns and stable person level claims. We introduce PersonaTree, a structured lifecycle memory framework that realizes this view as a three level persona tree with explicit support paths from evidence to claims. PersonaTree maintains the tree through conservative writing, confidence guided consolidation, and query conditioned path retrieval, returning only the evidence depth required by each query. Across six person understanding and persistent memory benchmarks with three answer backbones, PersonaTree ranks first in 12 of 18 compact scores and reaches the top two in 16 settings. Ablations show that hierarchy improves abstract person understanding on KnowMe, while support path retrieval improves RealPref alignment under a comparable context budget."
5.5,Graph Engineering in the Era of LLM Agents: From Individual Intelligence to System Intelligence,2026-08-21,2026,0,arXiv (Cornell University),S4_revision,1,state;long-horizon;tool,https://arxiv.org/abs/2608.21156,Yuyuan Feng; Zhiyi Xiang; Chaobin Yang,"LLMs have evolved from language generators to autonomous agents capable of complex, long-horizon tasks. This evolution has produced paradigms including Prompt Engineering to elicit model capabilities, Context Engineering to manage information access, Harness Engineering to organize external tools and resources, and Loop Engineering to support continual reflection and self-improvement. Yet as tasks grow more complex, individual intelligence faces a fundamental limit: many tasks require heterogeneous expertise, interdependent subtasks, parallel execution, independent verification, and persistent state, exceeding any single agent's organizational capacity. Augmenting one agent's capabilities or context cannot resolve this architectural mismatch; intelligence must instead be distributed across specialized agents and organized at the system level. We call this System Intelligence: an agent system's ability to organize and coordinate multiple intelligent components into a coherent, adaptive whole pursuing a shared objective. Achieving it requires more than adding agents; it demands explicit structures to organize work, coordinate heterogeneous agents, and maintain evolving execution states. We introduce Graph Engineering, an emerging paradigm for next-generation agent systems. Unlike prior paradigms that mainly optimize individual interactions or agent-level behavior, Graph Engineering constructs explicit, dynamic, evolving graph structures representing tasks, agents, and system states. These abstractions provide a unified foundation for organizing complex objectives, orchestrating heterogeneous agents, modeling system dynamics, and enabling scalable agent evolution. We systematically review the principles, methodologies, and applications of Graph Engineering for LLM agents. Related papers, open-source data, and projects are collected at https://github.com/DEEP-JLU/Awesome-Graph-Engineering."
5.5,Compute Allocation for Reasoning-Intensive Retrieval Agents,2026-03-15,2026,0,arXiv (Cornell University),S6_evidence,1,memory;retriev;benchmark,http://arxiv.org/abs/2603.14635,Sreeja Apparaju; Nilesh Gupta,"As agents operate over long horizons, their memory stores grow continuously, making retrieval critical to accessing relevant information. Many agent queries require reasoning-intensive retrieval, where the connection between query and relevant documents is implicit and requires inference to bridge. LLM-augmented pipelines address this through query expansion and candidate re-ranking, but introduce significant inference costs. We study computation allocation in reasoning-intensive retrieval pipelines using the BRIGHT benchmark and Gemini 2.5 model family. We vary model capacity, inference-time thinking, and re-ranking depth across query expansion and re-ranking stages. We find that re-ranking benefits substantially from stronger models (+7.5 NDCG@10) and deeper candidate pools (+21% from $k$=10 to 100), while query expansion shows diminishing returns beyond lightweight models (+1.1 NDCG@10 from weak to strong). Inference-time thinking provides minimal improvement at either stage. These results suggest that compute should be concentrated on re-ranking rather than distributed uniformly across pipeline stages."
5.0,What large language models know and what people think they know,2025-01-21,2025,181,Nature Machine Intelligence,S6_evidence,1,uncertain;calibrat,https://doi.org/10.1038/s42256-024-00976-7,Mark Steyvers; Heliodoro Tejeda; Aakriti Kumar,"Abstract As artificial intelligence systems, particularly large language models (LLMs), become increasingly integrated into decision-making processes, the ability to trust their outputs is crucial. To earn human trust, LLMs must be well calibrated such that they can accurately assess and communicate the likelihood of their predictions being correct. Whereas recent work has focused on LLMs’ internal confidence, less is understood about how effectively they convey uncertainty to users. Here we explore the calibration gap, which refers to the difference between human confidence in LLM-generated answers and the models’ actual confidence, and the discrimination gap, which reflects how well humans and models can distinguish between correct and incorrect answers. Our experiments with multiple-choice and short-answer questions reveal that users tend to overestimate the accuracy of LLM responses when provided with default explanations. Moreover, longer explanations increased user confidence, even when the extra length did not improve answer accuracy. By adjusting LLM explanations to better reflect the models’ internal confidence, both the calibration gap and the discrimination gap narrowed, significantly improving user perception of LLM accuracy. These findings underscore the importance of accurate uncertainty communication and highlight the effect of explanation length in influencing user trust in artificial-intelligence-assisted decision-making environments."
5.0,Recommender AI Agent: Integrating Large Language Models for Interactive Recommendations,2025-04-21,2025,65,ACM Transactions on Information Systems,S3_representation,2,memory;tool,https://doi.org/10.1145/3731446,Xu Huang; Jianxun Lian; Yuxuan Lei,"Recommender models capture ever-changing user preferences by training with in-domain user behavior data. These models are typically lightweight, facilitating real-time and large-scale online services. However, these models often falter when tasked with providing more sophisticated functionalities, such as offering explanations or engaging in conversations. Recently, large language models (LLMs) have emerged as a significant advancement towards artificial general intelligence, demonstrating impressive capabilities in instruction comprehension, reasoning, and human interaction. Unfortunately, LLMs lack the understanding of domain-specific item catalogs and behavioral patterns, especially in areas that deviate from general world knowledge, such as online e-commerce. This limitation makes them unsuitable to function as recommender models directly. In this article, we bridge the gap between recommender models and LLMs, combining their respective strengths to create an interactive recommender system. We present an efficient framework, termed as InteRecAgent , which utilizes LLMs as the brain and recommender models as instrumental tools. We first outline a minimal set of essential tools required to transform LLMs into InteRecAgent. To overcome specific challenges associated with LLM-based agents for recommender systems, we enhance three core components, covering memory mechanism, task planning, and tool learning abilities. The InteRecAgent empowers traditional recommender systems, like ID-based matrix factorization models, to evolve into versatile and interactive systems with a natural language interface through the integration of LLMs. Experimental results derived from three public datasets demonstrate that the InteRecAgent delivers strong performance as a conversational recommender system, surpassing general LLMs such as GPT-4."
5.0,Embodied AI-Enhanced Vehicular Networks: An Integrated Vision Language Models and Reinforcement Learning Method,2025-06-24,2025,57,IEEE Transactions on Mobile Computing,S5_learning,1,uncertain;reinforcement,https://doi.org/10.1109/tmc.2025.3582864,Ruichen Zhang; Changyuan Zhao; Hongyang Du,"This paper investigates adaptive transmission strategies in embodied AI-enhanced vehicular networks by integrating vision language models (VLMs) for semantic information extraction and deep reinforcement learning (DRL) for decision-making. The proposed framework aims to optimize both data transmission efficiency and decision accuracy by formulating an optimization problem that incorporates the Weber-Fechner law, serving as a metric for balancing bandwidth utilization and quality of experience (QoE). Specifically, we employ the large language and vision assistant (LLAVA) model to extract critical semantic information from raw image data captured by embodied AI agents (i.e., vehicles), reducing transmission data size by approximately more than 90% while retaining essential content for vehicular communication and decision-making. In the dynamic vehicular environment, we employ a generalized advantage estimation-based proximal policy optimization (GAE-PPO) method to stabilize decision-making under uncertainty. Simulation results show that attention maps from LLAVA highlight the model's focus on relevant image regions, enhancing semantic representation accuracy. Additionally, our proposed transmission strategy improves QoE by up to 36% compared to DDPG and accelerates convergence by reducing required steps by up to 47% compared to pure PPO. Further analysis indicates that adapting semantic symbol length provides an effective trade-off between transmission quality and bandwidth, achieving up to a 61.4% improvement in QoE when scaling from 4 to 8 vehicles."
5.0,LLMs in Software Security: A Survey of Vulnerability Detection Techniques and Insights,2025-09-23,2025,52,ACM Computing Surveys,S3_representation;S7_eval,4,tool;evaluation,https://doi.org/10.1145/3769082,Ze Sheng; Z.G. Chen; Shuning Gu,"Large Language Models (LLMs) are emerging as transformative tools for software vulnerability detection. Traditional methods, including static and dynamic analysis, face limitations in efficiency, false-positive rates, and scalability with modern software complexity. Through code structure analysis, pattern identification, and repair suggestion generation, LLMs demonstrate a novel approach to vulnerability mitigation. This survey examines LLMs in vulnerability detection, analyzing problem formulation, model selection, application methodologies, datasets, and evaluation metrics. We investigate current research challenges, emphasizing cross-language detection, multimodal integration, and repository-level analysis. Based on our findings, we propose solutions addressing dataset scalability, model interpretability, and low-resource scenarios. Our contributions include: (1) a systematic analysis of LLM applications in vulnerability detection; (2) a unified framework examining patterns and variations across studies; and (3) identification of key challenges and research directions. This work advances the understanding of LLM-based vulnerability detection. The latest findings are maintained at https://github.com/OwenSanzas/LLM-For-Vulnerability-Detection"
5.0,"Prompt Injection Attacks in Large Language Models and AI Agent Systems: A Comprehensive Review of Vulnerabilities, Attack Vectors, and Defense Mechanisms",2026-01-07,2026,32,Information,S7_eval,2,retriev;tool,https://doi.org/10.3390/info17010054,Saidakhror Gulyamov; Saidakhror Gulyamov; Said Saidakhrarovich Gulyamov,"Large language models (LLMs) have rapidly transformed artificial intelligence applications across industries, yet their integration into production systems has unveiled critical security vulnerabilities, chief among them prompt injection attacks. This comprehensive review synthesizes research from 2023 to 2025, analyzing 45 key sources, industry security reports, and documented real-world exploits. We examine the taxonomy of prompt injection techniques, including direct jailbreaking and indirect injection through external content. The rise of AI agent systems and the Model Context Protocol (MCP) has dramatically expanded attack surfaces, introducing vulnerabilities such as tool poisoning and credential theft. We document critical incidents including GitHub Copilot’s CVE-2025-53773 remote code execution vulnerability (CVSS 9.6) and ChatGPT’s Windows license key exposure. Research demonstrates that just five carefully crafted documents can manipulate AI responses 90% of the time through Retrieval-Augmented Generation (RAG) poisoning. We propose PALADIN, a defense-in-depth framework implementing five protective layers. This review provides actionable mitigation strategies based on OWASP Top 10 for LLM Applications 2025, identifies fundamental limitations including the stochastic nature problem and alignment paradox, and proposes research directions for architecturally secure AI systems. Our analysis reveals that prompt injection represents a fundamental architectural vulnerability requiring defense-in-depth approaches rather than singular solutions."
5.0,Enhancing LLM QoS Through Cloud-Edge Collaboration: A Diffusion-Based Multi-Agent Reinforcement Learning Approach,2025-04-18,2025,26,IEEE Transactions on Services Computing,S5_learning,1,reinforcement;retriev,https://doi.org/10.1109/tsc.2025.3562362,Zhi Yao; Zhiqing Tang; Wenmian Yang,"Large Language Models (LLMs) are widely used across various domains, but deploying them in cloud data centers often leads to significant response delays and high costs, undermining Quality of Service (QoS) at the network edge. Although caching LLM request results at the edge using vector databases can greatly reduce response times and costs for similar requests, this approach has been overlooked in prior research. To address this, we propose a novelVector database-assisted cloud-Edge collaborativeLLM QoSOptimization (VELO) framework that caches LLM request results at the edge using vector databases, thereby reducing response times for subsequent similar requests. Unlike methods that modify LLMs directly, VELO leaves the LLM's internal structure intact and is applicable to various LLMs. Building on VELO, we formulate the QoS optimization problem as a Markov Decision Process (MDP) and design an algorithm based on Multi-Agent Reinforcement Learning (MARL). Our algorithm employs a diffusion-based policy network to extract the LLM request features, determining whether to request the LLM in the cloud or retrieve results from the edge's vector database. Implemented in a real edge system, our experimental results demonstrate that VELO significantly enhances user satisfaction by simultaneously reducing delays and resource consumption for edge users of LLMs. Our DLRS algorithm improves performance by 15.0% on average for similar requests and by 14.6% for new requests compared to the baselines."
5.0,A survey on autonomous navigation for mobile robots: From traditional techniques to deep learning and large language models,2025-08-21,2025,23,Journal of King Saud University - Computer and Information Sciences,S3_representation;S5_learning,2,uncertain;reinforcement,https://doi.org/10.1007/s44443-025-00216-x,Abderrahim Waga; Said Benhlima; Ali Bekri,"Autonomous navigation is a cornerstone of modern robotic systems. This review provides a comprehensive analysis of the landscape of obstacle avoidance and path planning techniques for mobile robots. We categorize and evaluate a range of approaches, beginning with traditional graph-based methods such as A* and Dijkstra, and geometric techniques like Voronoi diagrams and cell decomposition. The review extends to modern metaheuristic algorithms, including genetic algorithms (GA), particle swarm optimization (PSO), and ant colony optimization (ACO). Furthermore, we explore hybrid models that integrate traditional methods with machine learning, such as reinforcement learning (RL) and neural networks (NN). These hybrid approaches aim to address specific challenges, including escaping local minima and enabling real-time decision-making in uncertain environments. A significant focus is placed on the emerging role of Large Language Models (LLMs), analyzing their application in translating natural language commands into navigational actions and improving human-robot interaction. This work critically analyzes the trade-offs of each paradigm—including computational efficiency, scalability, and adaptability across these diverse methods. Finally, this review outlines emerging trends and open challenges, highlighting potential research directions in collaborative robotics, multi-agent systems, and the broader field of mobile robot navigation."
5.0,Automating Monte Carlo simulations in nuclear engineering with domain knowledge-embedded large language model agents,2025-07-23,2025,14,Energy and AI,S6_evidence,1,uncertain;retriev;tool;benchmark,https://doi.org/10.1016/j.egyai.2025.100555,Zavier Ndum Ndum; Jian Tao; John Ford,"Next-generation nuclear reactor technologies, such as molten salt and fast reactors present complex analytical challenges that require advanced modeling and simulation tools. Yet, traditional workflows for Monte Carlo simulations like FLUKA are labor-intensive and error-prone, relying on manual input file generation and post-processing. This limits scalability and efficiency. In this work, we present AutoFLUKA, a novel framework that leverages domain knowledge-embedded large language models (LLMs) and AI agents to automate the entire FLUKA simulation workflow from input file creation to execution management, and data analysis. AutoFLUKA also integrates Retrieval-Augmented Generation (RAG) and a web-based user-friendly graphical interface, enabling users to interact with the system in real time. Benchmarking against manual FLUKA simulations, AutoFLUKA demonstrated substantial improvements in resolving FLUKA error-related queries, particularly those arising from input file creation and execution. Traditionally, such issues are addressed through expert support on the FLUKA user forum, often resulting in significant delays. The resolution time for these queries was also reduced from several days to under one minute. Additionally, human-induced simulation errors were mitigated, and a high accuracy in key simulation metrics, such as neutron fluence and microdosimetric quantities, was achieved, with uncertainties below 0.001 % for large sample sizes. The flexibility of AutoFLUKA was demonstrated through successful application to both general and specialized nuclear scenarios, and its design allows for straightforward extension to other simulation platforms. These results highlight AutoFLUKA’s potential to transform nuclear engineering analysis by enhancing productivity, reliability, and accessibility through AI-driven automation."
5.0,Language-Driven Policy Distillation for Cooperative Driving in Multi-Agent Reinforcement Learning,2025-03-13,2025,10,IEEE Robotics and Automation Letters,S5_learning,2,reinforcement;tool,https://doi.org/10.1109/lra.2025.3551098,Jiaqi Liu; Chengkai Xu; Peng Hang,"The cooperative driving technology of Connected and Autonomous Vehicles (CAVs) is crucial for improving the efficiency and safety of transportation systems. Learning-based methods, such as Multi-Agent Reinforcement Learning (MARL), have demonstrated strong capabilities in cooperative decision-making tasks. However, existing MARL approaches still face challenges in terms of learning efficiency and performance. In recent years, Large Language Models (LLMs) have rapidly advanced and shown remarkable abilities in various sequential decision-making tasks. To enhance the learning capabilities of cooperative agents while ensuring decision-making efficiency and cost-effectiveness, we propose LDPD, a language-driven policy distillation method for guiding MARL exploration. In this framework, a teacher agent based on LLM trains smaller student agents to achieve cooperative decision-making through its own decision-making demonstrations. The teacher agent enhances the observation information of CAVs and utilizes LLMs to perform complex cooperative decision-making reasoning, which also leverages carefully designed decision-making tools to achieve expert-level decisions, providing high-quality teaching experiences. The student agent then refines the teacher's prior knowledge into its own model through gradient policy updates. The experiments demonstrate that the students can rapidly improve their capabilities with minimal guidance from the teacher and eventually surpass the teacher's performance. Extensive experiments show that our approach demonstrates better performance and learning efficiency compared to baseline methods."
5.0,A self-correcting Agentic Graph RAG for clinical decision support in hepatology,2025-12-16,2025,9,Frontiers in Medicine,S6_evidence,1,state;retriev;tool;evaluation,https://doi.org/10.3389/fmed.2025.1716327,Yalan Hu; Wenjie Xuan; Qingqing Zhou,"Introduction: Clinical decision-making in hepatology is currently challenged by the rapid expansion of medical knowledge and the limitations of Large Language Models (LLMs), specifically their unreliability and tendency to hallucinate. Furthermore, standard Retrieval-Augmented Generation (RAG) paradigms often fail to effectively leverage complex medical knowledge structures. Methods: To address these issues, we propose an Agentic Graph RAG framework built upon a clinically-verified hepatology knowledge graph. Our approach utilizes a state-driven agentic system employing a self-correcting ""retrieve-evaluate-refine"" loop. Within this workflow, agents dynamically generate, semantically validate, assess, and iteratively optimize graph search strategies to construct a comprehensive and accurate context, which is then used by an LLM to generate reliable responses. Results: The framework was evaluated on a custom dataset of clinical questions. It significantly outperformed baseline models (including GPT-4, standard RAG, and Graph RAG) across all evaluation metrics. Specifically, our model achieved superior scores in faithfulness (0.94), context recall (0.92), and answer relevancy (0.91). Discussion: This agentic approach effectively mitigates LLM hallucinations and provides accurate, interpretable answers. These findings demonstrate the framework's potential as a robust, next-generation intelligent clinical decision support tool for hepatology."
5.0,Comparing the persuasiveness of role-playing large language models and human experts on polarized U.S. political issues,2025-07-16,2025,8,AI & Society,S4_revision,1,belief;tool,https://doi.org/10.1007/s00146-025-02464-x,Kobi Hackenburg; Lujain Ibrahim; Ben M Tappin,"Abstract Advances in large language models (LLMs) could significantly disrupt political communication. In a large-scale pre-registered experiment ( n = 4955), we prompted GPT-4 to generate persuasive messages impersonating the language and beliefs of U.S. political parties—a technique we term “partisan role-play”—and directly compared their persuasiveness to that of human persuasion experts. In aggregate, the persuasive impact of role-playing messages generated by GPT-4 was not significantly different from that of non-role-playing messages. However, the persuasive impact of GPT-4 rivaled, and on some issues exceeded, that of the human experts. Taken together, our findings suggest that — contrary to popular concern — instructing current LLMs to role-play as partisans offers limited persuasive advantage, but also that current LLMs can rival and even exceed the persuasiveness of human experts. These results potentially portend widespread adoption of AI tools by persuasion campaigns, with important implications for the role of AI in politics and democracy."
5.0,Rapidly Benchmarking Large Language Models for Diagnosing Comorbid Patients: Comparative Study Leveraging the LLM-as-a-Judge Method,2025-08-29,2025,8,JMIRx Med,S4_revision;S6_evidence,2,state;retriev;benchmark;evaluation,https://doi.org/10.2196/67661,Peter Sarvari; Zaid Al-Fagih,"Background: On average, 1 in 10 patients die because of a diagnostic error, and medical errors represent the third largest cause of death in the United States. While large language models (LLMs) have been proposed to aid doctors in diagnoses, no research results have been published comparing the diagnostic abilities of many popular LLMs on a large, openly accessible real-patient cohort. Objective: In this study, we set out to compare the diagnostic ability of 18 LLMs from Google, OpenAI, Meta, Mistral, Cohere, and Anthropic, using 3 prompts, 2 temperature settings, and 1000 randomly selected Medical Information Mart for Intensive Care-IV (MIMIC-IV) hospital admissions. We also explore improving the diagnostic hit rate of GPT-4o 05-13 with retrieval-augmented generation (RAG) by utilizing reference ranges provided by the American Board of Internal Medicine. Methods: We evaluated the diagnostic ability of 21 LLMs, using an LLM-as-a-judge approach (an automated, LLM-based evaluation) on MIMIC-IV patient records, which contain final diagnostic codes. For each case, a separate assessor LLM (""judge"") compared the predictor LLM's diagnostic output to the true diagnoses from the patient record. The assessor determined whether each true diagnosis was inferable from the available data and, if so, whether it was correctly predicted (""hit"") or not (""miss""). Diagnoses not inferable from the patient record were excluded from the hit rate analysis. The reported hit rate was defined as the number of hits divided by the total number of hits and misses. The statistical significance of the differences in model performance was assessed using a pooled z-test for proportions. Results: Gemini 2.5 was the top performer with a hit rate of 97.4% (95% CI 97.0%-97.8%) as assessed by GPT-4.1, significantly outperforming GPT-4.1, Claude-4 Opus, and Claude Sonnet. However, GPT-4.1 ranked the highest in a separate set of experiments evaluated by GPT-4 Turbo, which tended to be less conservative than GPT-4.1 in its assessments. Significant variation in diagnostic hit rates was observed across different prompts, while changes in temperature generally had little effect. Finally, RAG significantly improved the hit rate of GPT-4o 05-13 by an average of 0.8% (P<.006). Conclusions: While the results are promising, more diverse datasets and hospital pilots, as well as close collaborations with physicians, are needed to obtain a better understanding of the diagnostic abilities of these models."
5.0,MARSHA: multi-agent RAG system for hazard adaptation,2025-07-19,2025,8,npj Climate Action,S6_evidence,2,retriev;evaluation,https://doi.org/10.1038/s44168-025-00254-1,Yangxinyu Xie; Bowen Jiang; Tanwi Mallick,"Large language models (LLMs) are a transformational capability at the frontier of artificial intelligence and machine learning that can support decision-makers in addressing pressing societal challenges such as extreme natural hazard events. As generalized models, LLMs often struggle to provide context-specific information, particularly in areas requiring specialized knowledge. In this work, we propose a retrieval-augmented generation (RAG)-based multi-agent LLM system to support analysis and decision-making in the context of natural hazards and extreme weather events. As a proof of concept, we present WildfireGPT, a specialized system focused on wildfire hazards. The architecture employs a user-centered, multi-agent design to deliver tailored risk insights across diverse stakeholder groups. By integrating natural hazard and extreme weather projection data, observational datasets, and scientific literature through an RAG framework, the system ensures both the accuracy and contextual relevance of the information it provides. Evaluation across ten expert-led case studies demonstrates that WildfireGPT significantly outperforms existing LLM-based solutions for decision support."
5.0,ENTAgents: AI Agents for Complex Knowledge Otolaryngology,2025-01-07,2025,8,medRxiv,S6_evidence,1,reinforcement;retriev,https://doi.org/10.1101/2025.01.01.25319863,Tsz Kin Chan; Ngoc‐Duy Dinh,"Abstract Various healthcare applications based on large language models (LLMs) have emerged as LLMs show improved efficiency and error reduction. Recently, retrieval augmented generation (RAG) has been adopted frequently for LLM applications to solve the problem of hallucinations. Despite the success of RAG, it has its drawbacks, including incomplete semantic meanings, and large-scale dataset requirements. AI Agents have shown great potential in medicine and healthcare applications by leveraging their rich background knowledge and reasoning capabilities. In this paper, we introduce ENTAgents, a framework that utilizes both the RAG and multi-agent systems. To achieve better decision-making and enhanced explainability, we use the verbal reinforcement learning framework, Reflexion, as a reference for the task planning of ENTAgents. With the verbal feedback received from the last agent node, the agentic system can decide the best agent to utilize to improve the response of ENTAgents. We tested ENTAgents with various types of questions, including short questions, essay questions, and multiple-choice questions. ENTAgents improve accuracy by over 11.3% in handling short questions, with 2.78 folds in the length of the text and explaining clearly. ENTAgents shows higher accuracy and is more comprehensive in its answer compared to other LLM models. ENTAgents also demonstrates its ability to refine its answer with additional information to make it more thorough and educational. It also presents the capability to change its response to the correct answer in multiple-choice questions according to its self-reflection. Overall, ENTAgents is easy to use, can self-correct, and can provide detailed information in complex knowledge to users. We look forward to integrating ENTAgents into various healthcare scenarios, such as medical education and clinical decision support, particularly otolaryngology."
5.0,Re-evaluating Theory of Mind evaluation in large language models,2025-08-14,2025,8,Philosophical Transactions of the Royal Society B Biological Sciences,S3b_theory_of_mind,1,state;evaluation,https://doi.org/10.1098/rstb.2023.0499,Jennifer Hu; Felix Sosa; Tomer Ullman,"The question of whether large language models (LLMs) possess Theory of Mind (ToM)-often defined as the ability to reason about others' mental states-has sparked significant scientific and public interest. However, the evidence as to whether LLMs possess ToM is mixed, and the recent growth in evaluations has not resulted in a convergence. Here, we take inspiration from cognitive science to re-evaluate the state of ToM evaluation in LLMs. We argue that a major reason for the disagreement on whether LLMs have ToM is a lack of clarity on whether models should be expected to match human behaviours, or the computations underlying those behaviours. We also highlight ways in which current evaluations may be deviating from 'pure' measurements of ToM abilities, which also contributes to the confusion. We conclude by discussing several directions for future research, including the relationship between ToM and pragmatic communication, which could advance our understanding of artificial systems as well as human cognition.This article is part of the theme issue 'At the heart of human communication: new views on the complex relationship between pragmatics and Theory of Mind'."
5.0,Automating agentic collaborative ontology engineering with role-playing simulation of LLM-powered agents and RAG technology,2025-01-01,2025,7,The Knowledge Engineering Review,S6_evidence,2,retriev;evaluation,https://doi.org/10.1017/s026988892510009x,Andreas Soularidis; Dimitrios Doumanas; Konstantinos Kotis,"Abstract Motivated by the astonishing capabilities of large language models (LLMs) in text-generation, reasoning, and simulation of complex human behaviors, in this paper, we propose a novel multi-component LLM-based framework, namely LLM4ACOE, that fully automates the collaborative ontology engineering (COE) process using role-playing simulation of LLM agents and retrieval augmented generation (RAG) technology. The proposed solution enhances the LLM-powered role-playing simulation with RAG ‘feeding’ the LLM with three different types of external knowledge. This knowledge corresponds to the knowledge required by each of the COE roles (agents), using a component-based framework, as follows: (a) domain-specific data-centric documents, (b) OWL documentation, and (c) ReAct guidelines. The aforementioned components are evaluated in combination, with the aim of investigating their impact on the quality of generated ontologies. The aim of this work is twofold, (a) to identify the capacity of LLM-based agents to generate acceptable (by human-experts) ontologies through agentic collaborative ontology engineering (ACOE) role-playing simulation, at specific levels of acceptance (accuracy, validity, and expressiveness of ontologies) without human intervention and (b) to investigate whether and/or to what extent the selected RAG components affect the quality of the generated ontologies. The evaluation of this novel approach is performed using ChatGPT-o in the domain of search and rescue (SAR) missions. To assess the generated ontologies, quantitative and qualitative measures are employed, focusing on coverage, expressiveness, structure, and human involvement."
